,Quizzes
4219,408901032729300000001000080004030901005072800300600200002080000040000057190704600
4220,102005603070900500003010009700090000826400090350087024080020400201006070040130006
4221,050000207200510080930072400300000500000090010086450900070908030125043006000100702
4222,053000741040030096000170205098006023001000900400280000072905160500003470080000002
4223,001200000470050006520639000300040080017000050009008720000300040085002079030100802
4224,050009040704023900006010802005600037300208609091047000003006205000570000080004001
4225,004000010570006002302074600708500000210809063600300005000003108090021570000498020
4226,071000208804003060063100950000910403007002090080054000002040087100506020030000106
4227,065040709390610000408000350000590002000064080006207000001000037040072500502008401
4228,090080207010500040430010006800203409700051068046900000100009654082007900000030002
4229,030000086072000100000804709206480003007016000900507020090601000103000065040390807
4230,005600000273405008000097100002030690109270005800540030000800019700020040498000003
4231,069030400150002030830100270000060013372000004000005009700400080040081600620593000
4232,500007900680090705000080040006940021050703090028000004091062800000400030230015060
4233,700240009005097401008000030003070508059002007200060010001025000680309000030006104
4234,020680030043090000500100702905760208008540107400900006001020000730000921080000504
4235,007500940014670520300109080601900400020000700095064010200085036070013000080000005
4236,040120730000060000270008501190005480857004000000070002705010369020000048413000000
4237,000000002300071600052960380000609015400037906001400800004500003076800294103002000
4238,080300105301400026002008090000006702805071600006090540000000010600020307459007008
4239,064370008005000034002508009940006010000030850070182906087065000020000600000410300
4240,000050780702089300650300901004200006900400030320795000000001000501000478489006100
4241,030050960000402050001080000270008000600390015050604890300069000015203400802000700
4242,000436001510700000002091080790002300800049600604000005130080000080265090000004057
4243,023870000600000457001906003000005021000600890059300000030089010060542000082000074
4244,304809070000003010076000004007008400050200900108450020009002080830600500260901307
4245,340120600010400070205009000002360084800000560900005003001086059000230740060090028
4246,200001340000900800673005100300029080008140050400670903005806002090000701104300060
4247,890300750000050006200000000040075891680203005007409030006040100100908200730106000
4248,070089402080026003095000080007050239000040100612008700000100850900000006420300001
4249,705001030004030802080905006009070680340600019100008005002060391000020400607409000
4250,004006250092800140001004093070200000000309008346007000080950070010073400500010320
4251,040091000007500040029800015002030089801940260705000400000000300603708100000650720
4252,900040000072900608010800507200005001090700030807023005080069403406010020500300000
4253,060000310710900008000020904803006500120070003070508001900362000006050409057804020
4254,500100097008000401730604050410050960000000200300862000600710004090408700000020300
4255,305804000970503084006000000590030200807902000200108060000201039000007501004600007
4256,000002009059400683810000005062008070000009436300010050900200000705064008480030120
4257,200070398000083060000401000004009805070150000060007003080060001907040500400900032
4258,000006708000973020604100003200300950009401000701250084090002000587000100003015670
4259,500090100076080200000004075000000000930071060418203050040830007107600320200500040
4260,500000000402307061067100004008039076306050090074200008000000025085004700000016800
4261,010080002604009008050607091708002030400000960301570000079004200280001406000703500
4262,900000650001700902870609300020008009700500030018073200080015040507420001060000000
4263,360087001000020678004000000800060042003270580009500000045001706000040010070306900
4264,300240100060098740070050908450061070080300000601009005002500801009000062510000030
4265,002008465090007003500160900001080536086005000000003140720040000400090680005071000
4266,005300714000000906947080000800139000003050620750000190402810500060420070000076300
4267,000260000000507802038040700000810460560070900019400003300090600642080590050004010
4268,002030016930070542000800000500009608701580900200400030004700060800190003050026009
4269,009200108503900020800060530900301400206004000000720005348009000070082096000510070
4270,008000900012807500053009016000010394607040000000500020321680750009032400040005001
4271,400508000001700940060002308300046205090020784008005060520000007970000016000630000
4272,000060000192004000000003520068050790000906804050007013740080200035042001609305008
4273,900070200160805040005240008400000170007300009590600002001009034030082090680001005
4274,809060002007400390005108070200080037000514200910002040000040080603000900402930601
4275,049820065000100380030007904201708003060000050003240006005309800704502000010070000
4276,000206070030010680000085402023691500740008030950000001005704210008000009600030700
4277,045007180039400075000050000200009300100086020403000007300600952076910030080004060
4278,030706590700080060010000200000400030050620009980050021074960008201003700060105000
4279,950000000006005397080420010300002040100090756000700009070010520204056001000037800
4280,005670800000308900010900000400200395503401062700000000268003070070802410000096003
4281,103560004004002800005039600360100500800000340901080002000050070700901450026840090
4282,439010700006309040200080000002090378190006500800035106570000032000160009000020400
4283,080704050500001030073026009031000900200050608600097000020300041000062800097800200
4284,608300040000000009001084320080005010410006073507490060003050007002000050800279001
4285,010007000800000032500430700030150049009000280000062070308500006240800050007300091
4286,020090087856400000300000500400100032000700100005006809001070306009031450200680000
4287,005000400010640000930100206100000530090850000067009004700208051300470980206001003
4288,086340007250006013140027008000005000009160070300800042008002506010090000000700920
4289,901348000700090000086100002050001940000004207008730600004020760092050803003006005
4290,980370065500100200004600780026058003015040098390000004002831040070000000000027310
4291,800002003201000540000970060000130609000057200348000700960003058100290000730408001
4292,060000092800070100035018007086005000079100506200900300400030601000700040620050780
4293,302605000000307008050040010000002406900170805806000370040090057009780102203000004
4294,009120003008007120004385000000408750630010040040970000070200830010060405503000009
4295,400060850039002006007400210160085920080000370000304000340020600010009000205070081
4296,009604000762390005800000001000000600235700090008010342350002000904008570107009030
4297,090436800031070200400800090080040300100520049602007005004700500025000008310009076
4298,004005010500960700720800690000043060060090052001200804080530007000007001270001930
4299,086920730300406002090007000071090054905008007200040100030000080008510400010073600
4300,009020400750690030300805070200007150500060004001309600060500309070201008840000002
4301,340800029000000006702901800000007960801030045065280000408000750090742001600300002
4302,708000510100720003052080900600570300803042700070006490021900000400003000000410065
4303,801050002700069034000804700205000000019007603600410089000045090030200006024008051
4304,530700000060408050002001003107082304690050200200607900000810590740009801000000020
4305,050080070000509104203007000084095002300100080790300000078403065006000900132006800
4306,090608250007000036000750910040005000002970300300012780031060004008004091250080000
4307,809530060002009004003060007007300501640000270050820090700000019100605008000102340
4308,240000091003040000010009760560000420908002000700810003470185002000600517006230000
4309,000050008072003600004007950908500400030020001007000293010204060709310800060085040
4310,050700402097060003210059000002908500030010806401000070708002600065000010000640900
4311,008079031302580040004200806800040000030801600950000070100635002600000103070090004
4312,030000000900720060842093000780105004026809005000000016001000500000004037060530128
4313,800079032490000600000301850080050007062090100001864900750406003009020706200000000
4314,001009700902087006400005000600090251800406900007030080500100003103002069068050040
4315,069008105020900084100040007000805000605070000804039060500217308003600200001003790
4316,048200075000083006900500340605004000020007900170039000030010500207000080000062401
4317,620385100501020000480007902905400301010806070000030609007000000030000204004109008
4318,006003010070460000350070098400807003060002000900000185602005930008109040001340020
4319,000090045051300207090708000027000900008000036000480700400026051506003008300001600
4320,600047980309602070050300010000701300540980000000050020010004600708000540260830001
4321,060000329200750080100000040000900170300064000054200000090571008010086200708409006
4322,087600000020308040104000309700290005006074000003506401000850706012000090500000230
4323,406000020200010908080053040020008093601000704070604050003702009709500800000800560
4324,920010007500943000083002000006500200008009701430000005710200008000005672360080509
4325,870600105005309420403010760604032010000000002590007640000508000000000390017040800
4326,900837010700200430060005200500004000178000390090000607300650080080002105201940000
4327,090010000004006003080024905006390008005208304009070210000000507041830020072059080
4328,908000604200500980000060037570980010401002090000001020020014000340078005706300000
4329,700042160423000590108500000089470030001965000050080400004300001000790006036000820
4330,201837000900060057006040800020005100607108003500074206000000009839700001042000680
4331,290050007006074300305108900000009530000082009680007004003800021060040000950060073
4332,630209800002057060000080504000901307700420009501000000040000710018306400000000002
4333,024009003000700690800135000500200960008000045072046001160970002400000300000081500
4334,000001000206840500700502401003009080500080700092600040000030906028090010030416870
4335,468079100200010043035002900017005020940030087800000060090047000003000800500100006
4336,040109065600830070200005900310007400720000081000280500090500813080002000000040056
4337,013802050008600400294000000002413090709050008050007630080100960005000213000090075
4338,902000005007400300010208900040000000003540807065109200000780064120050008000301502
4339,090004702450008006103560090620047030000650008701030400300000187008970500000103000
4340,900014007270008301003000650080100042050097000601005030006000900100520086400730200
4341,062017005910000007408006020020040000107009503504801096003704860000135002090020000
4342,100000300584090700002087004000040830008200607000730045701000009640100002029654000
4343,050003000029008006007650304002700001800020070065080490000100503400092080001006000
4344,008160000073502008020000745006079150400203000090050800207300596060000000104800003
4345,080930000200080010004020760709006081530000240010003600060040009943010050007800002
4346,000092030906100870040700005670030041000508300059000200032005708001024000005310090
4347,001400300000060048700108009430601200085000063029007000000504080090036071510900400
4348,003000809000040600002879050700310508028095406900080002054000070180200300000461000
4349,000702000302005409197000008010970005000048060430200000980000651520300700046081300
4350,300000006009050010704029008030500401000260053002300700456100090100070082080006040
4351,070004030008097200162000040000900721000006005053000680034080510601025000800070069
4352,000003000687040000090570012005016409400900000000020853026081530700009004001300026
4353,076100098005943700204000003830007200000000000001084069020030510007620004900705000
4354,000000008018030005604201030105064083003870000000003907080400000021500470097006051
4355,800052003430070802100800690000000704000306010605100208070000900041005070026009405
4356,000050091017048620605010700000009203300670004860200900032000050070090840508100300
4357,700065800080090600000240301200086004537900000000103090860017020093002400002000518
4358,604000001200740930030006250020901000040060000070050398005020403893500060000807010
4359,063040800005970620700010350000308900406007000000050001034001000250690030819200070
4360,600050080020600300005004709010740000092301500460000001130420005000089020049007006
4361,850604010400790006702038000097800030510300429000050000004000790000082000003910008
4362,001086000030050400060490320002000000109035070780200564200040718000700290008000005
4363,809035004060109500002007900000000106500980020070304000004650031008020059020003760
4364,090070400840906000107030006300201050064350001500000008010002800605000970702009064
4365,010600240060310070809000006401005602905280010080007003704003590600700008000429300
4366,094005003000012007500000068600050400020098000103274800205006030071000004308009250
4367,003070150102409000060200003086007035520080004047060910005000020000310080609005700
4368,300000600005870024018209000000040001000107235059008000002004307030506040094002018
4369,002086750000904001403700000007460080000000205001895003700003900836010020090200500
4370,703000000400650902000018750090403000005000000300900126009006048001040500860072309
4371,080102006070080010100060043007008000002437500050200309000003090030549080605000204
4372,070000500204090038030210004000047000605800410010009283750068090300500062100003000
4373,000080019708300004260005300053019080870200000009000436604500002030106000010490700
4374,020030904650009020003004071200706000001080507068900000509002040480300010310060708
4375,003400086410650000907300500100000900000509073000238650850060037290100000076000040
4376,050008016270034090906000204400103800820070160003000007700091080060500020009200400
4377,000010045059020061000040320005400003280051000740003100007000002090860400530790800
4378,048027003010040000057009001570000039003800206001000705700006090089051002024090060
4379,203005640670014508800000900000020051090706320480000006000070009547900000061300200
4380,007003000000725030960001050186000900000030060400290807500040200020807001309600040
4381,239000006400030800000204190060027005008000607000580010080079304005000060604100920
4382,400080900030060805900002073201059760000040590006008001082037000059001004000600000
4383,120003900670500800004170000290006703053908604000000050368020005900360010002004070
4384,027100960605007300030000074074006023800900000350410008009380547000020010580000600
4385,004095010060000803037068029010036040000821670200907000080400000402700500300002100
4386,200040013003700000760002048040039001900500670005080304870000000000900020392100057
4387,006700001081020095290500800710000240000409006050000073025006100003000480400903600
4388,500030006040150300920800007000790014068400090007003205800900030072001000650042001
4389,005107000310009005020650800500020000684003900000800716000090260068500043130400007
4390,007092003050000800008500064100300008092050000480060970030107590070600012006024000
4391,800604090302018000004700005245000960080001032600000700003800400000095008970043200
4392,800150027260809004000070000400003058009085100010006230730000060005400002041300900
4393,970000100000076002008002400050604003017080600000300059260501980504009030001030040
4394,060000091140090205050320700400067030300000802210850006097082000000070500801005940
4395,703800400008130270600094010800000000035020900009506840090600500027049001000001030
4396,026090470070140060009000038000400506780500002040002000900010300217003090500760800
4397,006401000807605300000090204489000005030010700701209030520070080100900007000304610
4398,700050402000268530030900100094700010015400208370006000809004000020030050000010769
4399,004900500130060200000700068029037100040600030000002089018005007700016040205800900
4400,400802100080000670930014500000067305000300016003258000004900000791035002860700040
4401,800625090001000300040000005006710200970008003003904067200091070050400002000080634
4402,080009007004008030906075004720080601001050000050600029000000008063740005400023170
4403,040130008090000260000907510000000020304560107170082906253400000000010830908670000
4404,060010004200067059308504700070080903050301020806200000014090800700000002900430060
4405,200000045008010000060057090420800071093001504000360820004070603705100002610930000
4406,300000040000900068800074900072601080906350400050400009010030520200106000740008030
4407,004050300000806970280100600850020460700001005010480090401200030090570000026003800
4408,000369002200800007000074516010480000050090000060000781008050090420000600507001300
4409,070002510859010000000400300005201089200600000100840706000089042402070901036000000
4410,008005100490021006000000780000950030010203090009004508001000400302640005580702003
4411,020093005046082001009010800071408030800370460600009000000006003562100900900040270
4412,048100007700050000090308240081006004003000910205009030000065000600720001009800750
4413,680004302402000000070053000004309700020000906910070008850030010001800070390106405
4414,020039050800620070060004800402005083000010000510708062008102004790350010000000690
4415,010900058340020010006008047703109000050000000060004820000000174081057600000630009
4416,500270400009005230040061809003100062900000005871500040380000000260403000005680070
4417,406907001030008200000613000004260009007001045003084020021050683090130074000000000
4418,000060730096000041050023090039640870000001000005080906080009000570032400042700500
4419,080165020000007000076380100108400500300500900000090432900708010004200650720010390
4420,600209007031050490280000010007023508000481000024000060050970300302008000100004906
4421,000050809000002054016480700001670020430900006029038000040200000308065040700000105
4422,810030904000070051604009800521800070076002010930040060005380790040100003200500000
4423,005120908009603000000045230450001000710864002908300700020079051000000060374000009
4424,035140900460000002079530108052670003784200000000000800000004030600910500900000761
4425,197005002602700340030280000050830006000094020804071090010060708500000130003000009
4426,900500600007000904002068000004710008820400507090030060006007310000001850053009002
4427,020704000805200010007803506300046000040080900060307001006090307000532008050000142
4428,162900000004002070000085001350106009008050700019007302000000820000264030700030604
4429,090760000000001000100800342420900010000018020807304009900150208050640730060003000
4430,005006100801700200930080000004030016700029340056007000080073069070410502503000800
4431,000080560030007000902500401013006908025700030604108000070640210400009087009000300
4432,976500000030002000084013509100700002052480060000030004800000010003009026705064803
4433,520001004140000300609000180076039005310470000004102060900083040080200007053000009
4434,020930750006071000049200008100000260000580900390600507080020390070450602400090000
4435,000047002500002610030050900009100803060000050248000007600830040971026000004705290
4436,003140005600087000090000380207900004800200056049000170450038090300000020000610503
4437,000800003203715000067020010100006940050390001000074508001000394006500700842000006
4438,006809000040600853000304900607000104000002060013540000500030079800100602020007580
4439,089340600006001549200000800003006482700020050001803000600500200500060714094070000
4440,080094520109000047240300000000720016000008700603009005900200070730105800810030604
4441,750090008004063900360008002902000060480030507000000021230007049100059006000104050
4442,705020036091000080200905000509001020008607403400280100300000250000403007060090010
4443,032009005000020187085640000500000002070063940090201600409030801608050070000104000
4444,002300800160870002000050019090010060700004000083006150400600093029040700008023540
4445,020830600500001030080700004850006000017000902390400100600124750900050040000607308
4446,360780100080905200700000340090012000000560009805000003000091000006040750024307086
4447,410080000070500690500070020100097360000350100049602087200003075930000008008001400
4448,015802700200003000070090400081000043450610002600300500000079010820400009040508067
4449,007410900300758020080000010009006053520003406000005270012000000040800765060394080
4450,010000500059307200600100793905048010060030009100702600080000047000005830704906020
4451,020051603604003080901000200000030709870000002002904065007129040006000500140705900
4452,070010300034600080508309200200004503061900000000070064006000050005200890120085007
4453,000810600060500970547020000100000009904003080708040130009005700002300065380006201
4454,090308006002060400000905028120007005007039080050000300030002009960800510015004807
4455,000902005518007003009080406701350060900108500040060020000470000006003010380006904
4456,070006031030749800208000490001400680000003050040600720050102006907500000300800240
4457,803050900009080475070601020040010203005002000080075004016047800030006040000930701
4458,000600057057030048803500060006859030005020000190003004080004610400100200370090000
4459,000825600006190005200004930001400023508000009030081060300000700009607140407500008
4460,000003406090540700210080030000100043005072860030065020076019050001000008408750090
4461,300040020070008160001760053100030700058000006000002094065980200900174030700200008
4462,000005080608092700072003910020300040400201035056000000000400098937000004010600520
4463,180970065400020370502160009000000000009000086800305002000200490327600100005801007
4464,080593070000002006041000005090017500000809067506230801308401029009306000200000400
4465,635809040040005700008020006090040100702906034003012090020100007000008005180607900
4466,009040703013005040070028009720003600508460000060000081005709038030002410000500060
4467,007060008340000010200805070090040057003017002006000093730009060009203405804051000
4468,004000890120000500900604017807061009400750030002400000009005480006079000238100070
4469,090600000060020004732010600106900085050430001009000002000046500078005010000107493
4470,120000800700160340005009000510000000006240950802703160047008509000020680230600007
4471,000013006708600000600480905015020040040100308060007050900504082000096730083000009
4472,000090847700406300800012000405800092000107600013520000040900010500030076920050008
4473,020700056016805040000209300000000001063090700004013890745002100090304080802000009
4474,200094370090060004080000000400000230501380000007025600856007090009008527300049100
4475,000700020704029800060003009810600002009080500075904003001050067080030040406200130
4476,000506803020970040000010095004608700390400600180000000510309087069007502038240000
4477,000000090007034100094760250100070306002580000700210089350000000010600907400028010
4478,104080000050100030000265109006507000001000902070090860062700300300040796890300500
4479,000710230180002004300000090400209065009160820060570100805003000900080056007050400
4480,900300270400000000058070009680003700030910500000208340009000025002850400000104086
4481,000000000780001495140003600010089070508070320090500041000206000600908007230450100
4482,080900170010600043500002060790530000048009000002760800007040690004801200120000700
4483,000900000700008610318702000500249003960000050004000807470006920090005031120300080
4484,000804020730095000184070030200400905360700004001068370947600000000000180000352007
4485,800500400007140360601009000008070500000026007093800040052080004100700030000410092
4486,060700420180290005000003100972600000000000836000154000257460900090000010008020057
4487,081000700009500020400790006038016005000020004560379000140600090000040032702908600
4488,000080240001605000590000301600509800032007059400018720080050000906140003300000417
4489,105208370307000068090050402200000000000810046874005090009720050030940100060003000
4490,000000480100370509605980002200450010000001897309860040003006050900020700040103000
4491,004005690020400087000831500006508004200064700108020900079000003305009826600100000
4492,716030090000000210030450006000105084698200000000760000003000700204687900809004500
4493,091600700834205009607000030005900001000083095008047320006010007400002500000800642
4494,042000006000180090709000520000000704600903000050604100300709800080040052021065903
4495,000002001430017008027040530001600003850023490093005020080000900600500010500704002
4496,040300010900760005600010704090673002830900670002050090300800500470000100010020068
4497,000050010006008002971030540008207030049300081050040900000000300283900006460100070
4498,000029080500401600073508102720900001046200003310000704000000000098036005601750400
4499,070068020020003100008070436000000600050720048314500090007235001960000003200019000
4500,030500809800006710004200060500400001090000480002180907206090503103740000750060000
4501,080960020294103000600008017720050008000300000516000400050040709400206500001090003
4502,080200490900340070002006501001480300030501000069020000070000065500097004803004210
4503,061400300205000900037900600028045000079080462300060007002670000100020034080100050
4504,012630905030002006078045100000510067024000000000007093905080300301060058000400000
4505,690004500830920006004300000003010850082470000060005047050700321026090080100040090
4506,006400000200000890930200007508090106700006403001005002405003061003867000070014200
4507,003460002070030000406027590300100080060940205059000060085000720002005100000078409
4508,000632705086000002050090100001407500760000340902010000008075004103008006090120030
4509,960010740030000000010924600040073800800000920005800001002097065706000490400508030
4510,004806001000000230208010704537004000000900600069300105750090000001470380806200090
4511,032501070400003620791000080060320090000000400040079806800900503007650000900002010
4512,005300760000098010004270009790000001006031080050400200020605000069000324418000500
4513,020090408541008700007200316000000030008007604470305009096020801200840000030009000
4514,560700004034018200800000073095064008680205000003070090000049602001000030020503017
4515,800050142400071860030008009010009000702100300060520780097000006084305010200000030
4516,639074000000600200470801003007000380050920006140000700000130509800560410200009008
4517,000283090607004008900000001100390700000050069000072040060007510704100300820500004
4518,040020000965700003300019840001500007007000036090104520086031700700000002004280960
4519,050002007670540100100300890040700500010830076900600080500090000002006300003080621
4520,001000070050004600004820003095012400700080910000037000520006001307090540060301028
4521,040009007001500600080020910020006405000014080800070023970431060000600070530890200
4522,907010003000900102004306005200490800003007000005180069670500300080000701500028490
4523,041800900703009501000010230070000029095027600308060040000058070500073100610400003
4524,000800270007006040081007053400000080900604700530900610060703002050400031820590000
4525,052016004038709000000040930390008040000103500680070001000090205010002000049500708
4526,420007000007900201100530080004260300780090502560003000000314905001000046209008007
4527,000030600001904000050701248003520000026400710900008030012000070730050980500306004
4528,240050103090000000013940600530400070400800001701203004080060702002300050906001400
4529,030000009000480701075010028000001436094060000701050000200006500903800200546900017
4530,000605081950000200140207000000839560003002100780000009200506034800103090007040600
4531,175080020000030904000206080402900000536007002900003461090015370800004000060000008
4532,900050706600000201010800034030005000129003060806092070702000300000470508004309000
4533,000200700357008900094050061800001642410030000000960080070005200001300009640097350
4534,190030002760020503008405000000007201000390048910000050400700000300580617006900030
4535,590070002000410070001000800600001027000049300008030605043200019075300008920050040
4536,807420000390001200100360008005780402900200007000045613081070040060000705029000800
4537,010000870087102005500040090900306000600210039002007480050403021700800650300069000
4538,003000501008650049700109820047000000030018700200506080070802004005000030900040167
4539,005030096100000000780019200002008004090060570500020803006300751400100030008570000
4540,923000060000040051005068790700500020400090076810000300060087400000105000380026009
4541,603090071058040023000005400800000000004927008100806390061002700920004060000700140
4542,509200087047050096060010000080009401000068029001004030670002805090000300200735000
4543,003408700840000105002050060000980000130020907086035420204090510000100609090070000
4544,420700100006000900003200456009021000000609030284050000078005020060480097500003801
4545,004900100700800023609070400070230090900140350080050002018706000040002009006003510
4546,700200805000409200010030607000067030301005960096000504009002080465100000200000301
4547,093200801200500000071006009045603000700008200800090340020040093018007050000030670
4548,400800176060305200000041038005106004700002915090080000200700000008200690007004003
4549,750200009000030241400060000049000800120000600805010003073906028200370095080500030
4550,032001005000805003400097810706003009040900270008040106957600000200504061000200080
4551,680700504000080067700490001030058000009203010046970305107000003002000080050064900
4552,502083600000090080700160309008002703240008050107306800000050004000709500600020017
4553,200603000080005702790200056300009000000840370024050008050006010810700900900010240
4554,400295000030001045006700008002000057900020100008504600000010306200007081074086090
4555,400000000057009310080265090070080100600700039005904700001070040004000825026038000
4556,072050000600091804900600010300000502010009080468007300000103006530004270740080009
4557,000004006030010840080756190304090070060200900017000035000105000206400001790803002
4558,000045807170900004003000965600024001040030500528076000006002309200603000097080000
4559,943050200060090375000000080090160004054000000802400930076801000200036047500007020
4560,004903000060700308085401090000000926108006037700500004052090860009825000030004000
4561,000098050087000310000103802900430070048900600002056041601700200000020795025040000
4562,076080009800120054050003001004200100081070042700060300300840005049005063000900020
4563,032900800010408053000600040000000000379250001064370020628100700007000430500096008
4564,070800062000006304038009510200080059060007400090540073009054800300070200002000001
4565,900065008800200540600300100000000054000017963007643020040802307230100000085009002
4566,790800416108050000002000500040605007607200031080090004510703800900001060000400020
4567,450013026000820401000500900060050000081007004704900030000060010390074000006200308
4568,500080740000090003083200956604070500000901000070300060790620031020408007010000800
4569,203806950007900082000071600020008470900050300451060000004009801000703040095610000
4570,960500407700000032003480190250900004617030200000060708045700000000102005800006900
4571,060280000008960150942700300090000671180400009005002040007000216400800000300050007
4572,300504000008000147097000030000120706050007900016800400074035080100700060602080000
4573,005060000201090580080000391700000003020600140030805007104039020070420010050700600
4574,006307091900800047540090300005000700760005030021006008000203079190000400008460020
4575,005040702800307500200610009070000081564002000008790400090850003300000125000006040
4576,000460000410000700030050980170028006005006023203090000040100002600003058080072000
4577,085042000000910005030006790320007800004030062050408010490000023217084900000090000
4578,080090107003010098500076040008320600900000805430700000070084029340065000012000050
4579,000400600020107004090060038680302705000080309001009040010700090302000507004800261
4580,009000076080050410041078005000100263603002008007004091000036000065809027002010009
4581,020190005605800000370060804501700900094005602000080030000604100107050320080030007
4582,000500000200760150980000460830170005009000010006892700070608039591300080000040200
4583,000170500096802004001009060902000300000034200800005900500020108283700005074090603
4584,730009000052070008109004607000087140470300205208050060040030920010000050006918000
4585,300470060571806000002000809060205000097008140400010036005600002800009003700031490
4586,600000100070000390980076004000089000002501760306020050230700040700094200015008003
4587,165000040000200037002680000007040060090800015000300008400020300813050209506007000
4588,006302007470015000108400090900007008003800060040003025020000401700094230350600000
4589,009035600001400307002978001470001030090580104600000802000602000000090046530000080
4590,600003010000800930000040708800620309006501000050037000302706405719000000400392000
4591,060000082018453090300800000700140059490002007005600130050304600980000000000780025
4592,009400600000080073200005000300004708702030569005206010080042000500600097014390050
4593,073000002000503040004089010038001405750006023021900600040300500000017080006008709
4594,195000000004070000600083090057030200320015480080906005003800516000640020209001700
4595,804050067010000000000379100009700000530080209602003480700060014000820003960004005
4596,900060400060290508000307000230000000005109006401830750050000027009051600180640030
4597,060000009309100025000670004040020050500916000080007310028004090003080700056300401
4598,003000106409075020028300070010084500250900004300067090600720053000010802000600009
4599,020060500304100900960007002008001036700003200000800050502309080040005109601080070
4600,030050971050018000740000806009600024004870300560200090610000030000397002002004507
4601,000000005001207360507090048070500094340080102206700000009600001000030050602040830
4602,000000920050010000006479308602190000080026009300540007007000506009703100024060080
4603,190806000000250000005070346836000490020100785000090200000600058960042107017000020
4604,005007000401039006890240000100003400086000025200050197378902050960000001000004870
4605,009632008010000403650080027120006700075040180000907040007100690400390000800000052
4606,703900010040725003900000600102080060009057000437006002000040108008000590500013006
4607,005089100072500300910060000001476000030020006090000540004008071200034095060002080
4608,006037951020090870000148006005000430009061000840009007603080590570020010008006000
4609,004615700800002000605070009080706000700040203009080005400007100027950304036000800
4610,000000901309076040064105002100600008030009500900524000580000200002780100740000306
4611,970050000208040703006008001000001352040067010090080607604000009300210000705930806
4612,014070000000040237800206100000020069760004005003095800640037002100000080072901500
4613,900005870040869020200010003807090001030006090020400058605000300000071009001203006
4614,073400029020008700001900506059020080000100070040086013000009400200360058806005000
4615,500000849000030000190000072054006100001800900360002084030070000907040050080021730
4616,040605008179000602500000300050340170307000009600102005006400000020980040080010907
4617,006100005000070306043005028009008200050400700000003091320009400004020010807600500
4618,000680020054001900070004003003056700400300008092800601009070060106593002085100040
4619,007000940390000600160000802020060190780003504009080037038290050000300421005700000
4620,080300421400020060907600005060480107000000093050207080670018300304060900002700500
4621,200000800190030654080400070500000061309015200060720003700208000003069000008050146
4622,200038400010960700007005006006007380080640000705301009000090054108000023900024100
4623,074903000002840075000001060067028900500000040030010786305060814000080032120005600
4624,400020008000700010000895076589030001010206500003000040390600700207048005800009360
4625,005030012000000840900007003070020400000008036413009005802150004107900600064803009
4626,200100068700029000005000320080062400000910650502370090107450900008000103340600000
4627,008007405100030020037008006000040309900000080685013070002090008004205060070680012
4628,309004500006000280582700104040010007930500801800009630000937062000800050700602000
4629,018007020020090806436005000100070340200001050704260010000009000005300489000400103
4630,014602009000007850900005020608400090003500601000806002802000500300000940050731000
4631,350700400002050009189000060018020003600010095007094208200401080000005170460008300
4632,305000000020046870006209000000082904013000020400005601070090000001500006508473090
4633,090170084703090000000302001007240010354901600000750803901000060400008020082500007
4634,006002807023001000097860005200058039070400600050030700900043006005900140010600200
4635,300000080078102000620730001007290040065000007930004805004800029000050000010906500
4636,001072009806000050200095480020743100900000306075000000703280000040300968000160700
4637,904067502805039100070100090040010850086200700300000040200690070107050004030080600
4638,005063000000480000280509040010007900006102530000040080043020005709006020600900170
4639,206300507543060000000000009680032000001407080035000410000245700008001290070080006
4640,007500010640001000300080905060305408900000273000820600020700060100493080080016700
4641,002600790398700000500030401000043600285007340000800105100200000000090560746008002
4642,003416000650000740082003000260100830000007000140080029809500002000048070010630950
4643,008210030000080102019006807805000329030500000701000060006907050320100004900830700
4644,904000830000002070278960500006004015050870060030001200081790304000005680609020000
4645,406005000070082050021090004805010600003070019000940080050761320700000400108300900
4646,700910020000060308050008010090000005506090470043207096009300040080020709460100002
4647,506100030080020401009530700108053290200400605000000007805004060070200900300691000
4648,000053849300704050020009001010000400007000283800625000040000570689030000001080096
4649,405000007030006190700023004290307000008900500500140020901005040000709382000680001
4650,200401050300600480160589003000004390037050200002008500009103002081007000400000067
4651,050000000300058046010407500074910300090006020200030098502603070001005430009840002
4652,008056400300009520000230061060080903005710000842000000400960200201345800000000070
4653,070000050539071008010040603200108000043067000700050290005800001460005002020930084
4654,080020047000400000004060901019308200002900006740006830350801004000072063071000508
4655,084600790600093020020000430010002009790005600002340050001007008500910074006850000
4656,005901024200080006070000300001400500500600908087309010300004200002006005604130090
4657,000800039009406105270030006000005000631008072002007964500601400040020000103590080
4658,005380200400006080028050769030000078900203100564007900102000000790060004000901503
4659,023076001900000050004510802050708096390005400846300070100903200000020000600400089
4660,070068034920030610080401050390047020140020065000500000000004000850900003000186007
4661,034000006580016000000820100023100000610008023400050090300704800009000574200600019
4662,400200180027005063000940700300056098682000000090010000050300016103008004040690020
4663,000308009100060000047501806020890600301045008079002005003000920005007100600430500
4664,200080907004100508000673001009000710030040000681007090002308400890560020003090056
4665,960010050000000071200853040830060009002700600054032080000504700009200503018070094
4666,100650370500804002946000010200490007030060450008700200001080009607002080000003001
4667,450690080080000201903207004300019602048500900000020350001340870709000030000006005
4668,000609210600003005048002000000031090030700401807050600104000789002000064095008130
4669,630005400800230000509001706003050100007000040906004028010002870002380500490010000
